pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_facility,gaia_plx,gaia_plxerr1,gaia_plxerr2,gaia_plxlim,st_radv,st_radverr1,st_radverr2,st_radvlim,st_sp,st_spstr,st_sperr,st_splim
K2-72,c,K2-72 c,Transit,0,4,15.189034,0.003128,-0.003149,0,0.078,0.007,-0.01,0,0.11,0.20197,-0.091536,0,0.103,0.012,-0.012,0,,,,0,0,0,1,0,22h18m29.27s,334.621979,-09d36m44.6s,-9.612382,66.56,0.2,-0.2,0,66.56,0.2,-0.2,0,15.309,0.05,0,V (Johnson),14.279,,0,3360.47,87.24,-86.34,0,0.27,0.08,-0.09,0,0.33,0.03,-0.03,0,10/26/2017,,,,0,K2,15.02,0.04,-0.04,0,,,,,,,,
K2-72,d,K2-72 d,Transit,0,4,7.760178,0.001496,-0.001496,0,0.05,0.004,-0.006,0,0.11,0.207832,-0.09233,0,0.09,0.011,-0.011,0,,,,0,0,0,1,0,22h18m29.27s,334.621979,-09d36m44.6s,-9.612382,66.56,0.2,-0.2,0,66.56,0.2,-0.2,0,15.309,0.05,0,V (Johnson),14.279,,0,3360.47,87.24,-86.34,0,0.27,0.08,-0.09,0,0.33,0.03,-0.03,0,10/26/2017,,,,0,K2,15.02,0.04,-0.04,0,,,,,,,,
K2-72,e,K2-72 e,Transit,0,4,24.158868,0.003726,-0.00385,0,0.106,0.009,-0.013,0,0.11,0.198676,-0.086832,0,0.115,0.012,-0.012,0,,,,0,0,0,1,0,22h18m29.27s,334.621979,-09d36m44.6s,-9.612382,66.56,0.2,-0.2,0,66.56,0.2,-0.2,0,15.309,0.05,0,V (Johnson),14.279,,0,3360.47,87.24,-86.34,0,0.27,0.08,-0.09,0,0.33,0.03,-0.03,0,10/26/2017,,,,0,K2,15.02,0.04,-0.04,0,,,,,,,,
L 98-59,b,L 98-59 b,Transit,0,3,2.25314,0.00002,-0.00002,0,0.0233,0.0017,-0.0017,0,0.1,0.17,-0.07,0,0.071,0.004,-0.004,0,,,,0,0,0,0,0,08h18m07.62s,124.53175,-68d18m46.80s,-68.313,10.62,0,0,0,10.62,0,0,0,,,,,10.598,,0,3367,150,-150,0,0.31,0.01,-0.01,0,0.31,0.01,-0.01,0,6/13/2019,,,,0,Transiting Exoplanet Survey Satellite (TESS),94.14,0.03,-0.03,0,-5.8,0.1,-0.1,0,6.3,M3 V,,0
L 98-59,c,L 98-59 c,Transit,0,3,3.690621,0.000013,-0.000014,0,0.0324,0.0023,-0.0024,0,0.09,0.16,-0.07,0,0.12,0.007,-0.006,0,,,,0,0,0,0,0,08h18m07.62s,124.53175,-68d18m46.80s,-68.313,10.62,0,0,0,10.62,0,0,0,,,,,10.598,,0,3367,150,-150,0,0.31,0.01,-0.01,0,0.31,0.01,-0.01,0,6/13/2019,,,,0,Transiting Exoplanet Survey Satellite (TESS),94.14,0.03,-0.03,0,-5.8,0.1,-0.1,0,6.3,M3 V,,0
L 98-59,d,L 98-59 d,Transit,0,3,7.45086,0.00004,-0.00005,0,0.052,0.004,-0.004,0,0.2,0.32,-0.16,0,0.14,0.012,-0.012,0,,,,0,0,0,0,0,08h18m07.62s,124.53175,-68d18m46.80s,-68.313,10.62,0,0,0,10.62,0,0,0,,,,,10.598,,0,3367,150,-150,0,0.31,0.01,-0.01,0,0.31,0.01,-0.01,0,6/13/2019,,,,0,Transiting Exoplanet Survey Satellite (TESS),94.14,0.03,-0.03,0,-5.8,0.1,-0.1,0,6.3,M3 V,,0
K2-18,b,K2-18 b,Transit,0,2,32.939623,0.000095,-0.0001,0,0.1429,0.006,-0.0065,0,0.2,0.08,-0.08,0,0.211,0.02,-0.02,0,4.11,1.72,-1.18,0,0,0,1,1,11h30m14.51s,172.560455,+07d35m18.2s,7.588391,38.07,0.08,-0.08,0,38.07,0.08,-0.08,0,13.496,0.05,0,V (Johnson),12.415,,0,3457,39,-39,0,0.36,0.05,-0.05,0,0.41,0.04,-0.04,0,3/21/2019,3.55,0.57,-0.58,0,K2,26.27,0.05,-0.05,0,0.65,0,0,0,6.25,M2.5 V,,0
K2-129,b,K2-129 b,Transit,0,1,8.239493,0.000292,-0.000291,0,0.057,0.003,-0.004,0,0.13,0.210105,-0.109504,0,0.093,0.009,-0.008,0,,,,0,0,0,1,0,19h16m35.60s,289.148315,-25d38m41.9s,-25.644964,27.82,0.07,-0.07,0,27.82,0.07,-0.07,0,13.63,0.034,0,V (Johnson),12.462,,0,3459.09,89.05,-83.62,0,0.36,0.07,-0.07,0,0.36,0.03,-0.03,0,10/5/2017,,,,0,K2,35.95,0.1,-0.1,0,,,,,,,,
K2-104,b,K2-104 b,Transit,0,1,1.974238,0.00011,-0.00011,0,0.023,0.001,-0.001,0,0.09,0.167783,-0.07267,0,0.175,0.013,-0.013,0,,,,0,0,0,1,1,08h38m32.82s,129.636749,+19d46m25.8s,19.773829,190.21,3.92,-3.92,0,190.21,3.92,-3.92,0,15.149,,0,Kepler-band,15.395,,0,3546.46,98.71,-94.56,0,0.43,0.06,-0.07,0,0.49,0.03,-0.03,0,10/26/2017,,,,0,K2,5.26,0.11,-0.11,0,34.81,0.17,-0.17,0,6.2,M2.5e,,0
K2-125,b,K2-125 b,Transit,0,1,21.750264,0.00199,-0.001957,0,0.121,0.004,-0.005,0,0.08,0.161049,-0.066906,0,0.194,0.017,-0.016,0,,,,0,0,0,1,0,13h36m34.11s,204.14212,-14d56m51.4s,-14.947603,124.6,0.83,-0.83,0,124.6,0.83,-0.83,0,16.122,0.068,0,V (Johnson),15.151,,0,3654.47,99.56,-92.33,0,0.49,0.05,-0.06,0,0.4,0.03,-0.03,0,10/5/2017,,,,0,K2,8.03,0.05,-0.05,0,,,,,,,,
Kepler-296,b,Kepler-296 b,Transit,0,5,10.864384,0.000051,-0.000046,0,0.079,0.013,-0.013,0,0.33,,,1,0.144,0.026,-0.024,0,,,,,0,1,0,2,19h06m09.60s,286.540008,+49d26m14.4s,49.437326,226,28,-18,0,,,,,15.921,,0,Kepler-band,15.901,,0,3740,130,-130,0,0.5,0.07,-0.09,0,0.48,0.07,-0.09,0,9/3/2015,,,,,Kepler,,,,,,,,,6.2,M2 V,,0
Kepler-296,c,Kepler-296 c,Transit,0,5,5.8416366,0.00001,-0.00001,0,0.0521,0.0088,-0.0086,0,0.33,,,1,0.178,0.029,-0.029,0,,,,,0,1,0,2,19h06m09.60s,286.540008,+49d26m14.4s,49.437326,226,28,-18,0,,,,,15.921,,0,Kepler-band,15.901,,0,3740,130,-130,0,0.5,0.07,-0.09,0,0.48,0.07,-0.09,0,9/3/2015,,,,,Kepler,,,,,,,,,6.2,M2 V,,0
Kepler-296,d,Kepler-296 d,Transit,0,5,19.850291,0.000061,-0.000057,0,0.118,0.02,-0.02,0,0.33,,,1,0.186,0.029,-0.029,0,,,,,0,1,0,2,19h06m09.60s,286.540008,+49d26m14.4s,49.437326,226,28,-18,0,,,,,15.921,,0,Kepler-band,15.901,,0,3740,130,-130,0,0.5,0.07,-0.09,0,0.48,0.07,-0.09,0,9/3/2015,,,,,Kepler,,,,,,,,,6.2,M2 V,,0
Kepler-296,e,Kepler-296 e,Transit,0,5,34.14211,0.00025,-0.00025,0,0.169,0.029,-0.028,0,0.33,,,1,0.136,0.024,-0.022,0,,,,,0,1,0,2,19h06m09.60s,286.540008,+49d26m14.4s,49.437326,226,28,-18,0,,,,,15.921,,0,Kepler-band,15.901,,0,3740,130,-130,0,0.5,0.07,-0.09,0,0.48,0.07,-0.09,0,9/3/2015,,,,,Kepler,,,,,,,,,6.2,M2 V,,0
Kepler-296,f,Kepler-296 f,Transit,0,5,63.33627,0.0006,-0.00062,0,0.255,0.043,-0.042,0,0.33,,,1,0.161,0.028,-0.027,0,,,,,0,1,0,2,19h06m09.60s,286.540008,+49d26m14.4s,49.437326,226,28,-18,0,,,,,15.921,,0,Kepler-band,15.901,,0,3740,130,-130,0,0.5,0.07,-0.09,0,0.48,0.07,-0.09,0,9/3/2015,,,,,Kepler,,,,,,,,,6.2,M2 V,,0
Kepler-438,b,Kepler-438 b,Transit,0,1,35.23319,0.00025,-0.00029,0,0.166,0.051,-0.042,0,0.03,0.1,-0.03,-1,0.1,0.01,-0.02,0,,,,,0,1,0,1,18h46m34.99s,281.645806,+41d57m03.9s,41.951092,145,20,-23,0,195.94,4.73,-4.73,0,14.467,,0,Kepler-band,14.485,,0,3748,112,-112,0,0.54,0.04,-0.06,0,0.52,0.04,-0.06,0,1/6/2015,,,,,Kepler,5.1,0.12,-0.12,0,,,,,,,,
Kepler-186,f,Kepler-186 f,Transit,1,5,129.9441,0.0013,-0.0012,0,0.432,0.171,-0.053,0,0.04,0.07,-0.04,-1,0.104,0.007,-0.007,0,,,,,0,1,0,2,19h54m36.65s,298.652714,+43d57m18.1s,43.955017,172,13,-10,0,178.51,0.78,-0.78,0,14.625,,0,Kepler-band,14.599,,0,3755,90,-90,0,0.54,0.02,-0.02,0,0.52,0.02,-0.02,0,1/14/2015,,,,,Kepler,5.6,0.02,-0.02,0,,,,,6.1,M1,,0
L 168-9,b,L 168-9 b,Transit,0,1,1.4015,0.00018,-0.00018,0,0.02091,0.00024,-0.00024,0,0.21,,,1,0.124,0.008,-0.008,0,9.6,2.4,-1.8,0,0,0,0,0,23h20m07.53s,350.031372,-60d03m54.7s,-60.065182,25.17,0.02,-0.02,0,25.17,0.02,-0.02,0,11.014,0.011,0,V (Johnson),10.232,,0,3800,70,-70,0,0.62,0.03,-0.03,0,0.6,0.02,-0.02,0,2/13/2020,3.66,0.47,-0.46,0,Transiting Exoplanet Survey Satellite (TESS),39.73,0.04,-0.04,0,,,,,6.1,M1 V,,0
Kepler-45,b,Kepler-45 b,Transit,0,1,2.455239,0.000004,-0.000004,0,0.03,,,0,0.11,0.1,-0.09,0,0.96,0.11,-0.11,0,0.8,0.5,-0.5,0,0,1,0,1,19h31m29.50s,292.8729,+41d03m51.3s,41.064261,333,33,-33,0,386.04,6.47,-6.47,0,16.88,0.05,0,V (Johnson),15.98,,0,3820,90,-90,0,0.59,0.06,-0.06,0,0.55,0.11,-0.11,0,5/14/2014,110,10,-10,0,Kepler,2.59,0.04,-0.04,0,,,,,6,M,,
NGTS-1,b,NGTS-1 b,Transit,0,1,2.647298,0.00002,-0.00002,0,0.0326,0.0047,-0.0045,0,0.016,0.023,-0.012,0,1.33,0.61,-0.33,0,0.42,0.59,-0.28,0,0,0,0,0,05h30m51.45s,82.714378,-36d37m50.8s,-36.630787,224,37,-44,0,219.5,1.04,-1.04,0,15.524,0.083,0,V (Johnson),14.866,,0,3916,71,-63,0,0.62,0.02,-0.06,0,0.57,0.08,-0.08,0,11/9/2017,166,11,-11,0,Paranal Observatory,4.56,0.02,-0.02,0,97.18,0.01,-0.01,0,6,M0.5,,0
K2-4,b,K2-4 b,Transit,0,1,10.003417,0.001017,-0.000996,0,0.078,0.003,-0.003,0,0.08,0.161192,-0.068641,0,0.187,0.018,-0.017,0,,,,0,0,0,1,0,11h38m58.95s,174.745636,-03d54m20.1s,-3.905585,233.37,2.12,-2.12,0,233.37,2.12,-2.12,0,14.907,0.03,0,V (Johnson),14.34,,0,4014.73,173.12,-154.57,0,0.64,0.06,-0.06,0,0.57,0.05,-0.05,0,10/26/2017,,,,0,K2,4.29,0.04,-0.04,0,,,,,,,,
Kepler-440,b,Kepler-440 b,Transit,0,1,101.11141,0.00087,-0.00068,0,0.242,0.066,-0.041,0,0.34,0.12,-0.19,-1,0.17,0.02,-0.02,0,,,,,0,1,0,1,19h01m23.99s,285.349952,+41d27m07.9s,41.452206,261,16,-46,0,303.65,2.3,-2.3,0,15.134,,0,Kepler-band,15.106,,0,4134,154,-154,0,0.57,0.04,-0.05,0,0.56,0.03,-0.05,0,1/6/2015,,,,,Kepler,3.29,0.02,-0.02,0,,,,,,,,
K2-284,b,K2-284 b,Transit,0,1,4.795069,0.000086,-0.000086,0,0.04771,0.00025,-0.00025,0,0.078,0.108,-0.055,0,0.248,0.012,-0.011,0,,,,0,0,0,1,1,05h16m33.76s,79.140686,+20d15m18.4s,20.255108,107.6,0.5,-0.5,0,107.6,0.5,-0.5,0,13.322,0.015,0,V (Johnson),12.86,,0,4140,50,-50,0,0.63,0.01,-0.01,0,0.61,0.02,-0.02,0,11/15/2018,,,,0,K2,9.29,0.04,-0.04,0,16.96,0.19,-0.19,0,,,,
WASP-80,b,WASP-80 b,Transit,0,1,3.06785234,0.00000083,-0.00000079,0,0.0344,0.001,-0.0011,0,0.002,0.01,-0.002,0,0.999,0.03,-0.031,0,0.717,0.039,-0.032,0,0,0,0,0,20h12m40.18s,303.167407,-02d08m39.1s,-2.144208,49.86,0.12,-0.12,0,49.86,0.12,-0.12,0,11.87,,0,V (Johnson),11.273,,0,4143,92,-94,0,0.58,0.05,-0.05,0,0.59,0.02,-0.02,0,4/16/2015,109,3.1,-4.4,0,SuperWASP,20.06,0.05,-0.05,0,10.2,,,0,5.7,K7 V,,0
EPIC 211822797,b,EPIC 211822797 b,Transit,0,1,21.169861,0.001725,-0.001695,0,0.131,0.004,-0.005,0,0.06,0.13597,-0.048705,0,0.177,0.01,-0.01,0,,,,0,0,0,1,1,08h41m38.49s,130.41037,+17d38m24.0s,17.640005,187.19,1.37,-1.37,0,187.19,1.37,-1.37,0,15.256,0.01,0,V (Johnson),14.526,,0,4148.21,82.41,-80.21,0,0.66,0.07,-0.07,0,0.57,0.03,-0.03,0,10/26/2017,,,,0,K2,5.34,0.04,-0.04,0,34.85,0.17,-0.17,0,6,M0,,0
K2-21,b,K2-21 b,Transit,0,2,9.325038,0.000379,-0.000403,0,0.076,0.002,-0.003,0,0.1,0.148654,-0.084698,0,0.164,0.009,-0.009,0,,,,0,0,0,1,0,22h41m12.88s,340.30368,-14d29m20.4s,-14.488987,83.85,0.26,-0.26,0,83.85,0.26,-0.26,0,12.85,0.02,0,V (Johnson),12.278,,0,4222.06,88.15,-84.41,0,0.68,0.07,-0.07,0,0.65,0.03,-0.03,0,10/26/2017,,,,0,K2,11.93,0.04,-0.04,0,4.8,1.61,-1.61,0,6,M0.0,,0
K2-21,c,K2-21 c,Transit,0,2,15.50192,0.000918,-0.000928,0,0.107,0.003,-0.004,0,0.21,0.20677,-0.173719,0,0.222,0.015,-0.017,0,,,,0,0,0,1,0,22h41m12.88s,340.30368,-14d29m20.4s,-14.488987,83.85,0.26,-0.26,0,83.85,0.26,-0.26,0,12.85,0.02,0,V (Johnson),12.278,,0,4222.06,88.15,-84.41,0,0.68,0.07,-0.07,0,0.65,0.03,-0.03,0,10/26/2017,,,,0,K2,11.93,0.04,-0.04,0,4.8,1.61,-1.61,0,6,M0.0,,0
K2-266,c,K2-266 c,Transit,0,4,7.814,0.0019,-0.0016,0,0.0679,0.0011,-0.0011,0,0.042,0.043,-0.03,0,0.063,0.009,-0.008,0,4.51,0.81,-0.67,0,0,0,1,0,10h31m44.51s,157.93544,+00d56m15.3s,0.937571,77.16,0.6,-0.59,0,77.73,0.36,-0.36,0,11.808,0.02,0,V (Johnson),11.353,,0,4285,49,-57,0,0.69,0.03,-0.03,0,0.7,0.02,-0.02,0,10/26/2018,0.119,0.073,-0.046,0,K2,12.86,0.06,-0.06,0,10.85,0.07,-0.07,0,,,,
K2-266,d,K2-266 d,Transit,0,4,14.697,0.00034,-0.00035,0,0.1035,0.0016,-0.0017,0,0.047,0.043,-0.032,0,0.261,0.012,-0.011,0,2.03,0.64,-0.43,0,1,0,1,0,10h31m44.51s,157.93544,+00d56m15.3s,0.937571,77.16,0.6,-0.59,0,77.73,0.36,-0.36,0,11.808,0.02,0,V (Johnson),11.353,,0,4285,49,-57,0,0.69,0.03,-0.03,0,0.7,0.02,-0.02,0,7/25/2019,3.17,0.99,-0.69,0,K2,12.86,0.06,-0.06,0,10.85,0.07,-0.07,0,,,,
K2-266,e,K2-266 e,Transit,0,4,19.482,0.0012,-0.0012,0,0.1249,0.0019,-0.002,0,0.043,0.036,-0.03,0,0.244,0.012,-0.01,0,2.21,0.7,-0.47,0,1,0,1,0,10h31m44.51s,157.93544,+00d56m15.3s,0.937571,77.16,0.6,-0.59,0,77.73,0.36,-0.36,0,11.808,0.02,0,V (Johnson),11.353,,0,4285,49,-57,0,0.69,0.03,-0.03,0,0.7,0.02,-0.02,0,7/25/2019,2.53,0.84,-0.56,0,K2,12.86,0.06,-0.06,0,10.85,0.07,-0.07,0,,,,
Kepler-441,b,Kepler-441 b,Transit,0,1,207.2482,0.0022,-0.002,0,0.64,0.32,-0.13,0,0.1,0.11,-0.1,-1,0.15,0.02,-0.02,0,,,,,0,1,0,1,18h58m16.06s,284.566904,+49d00m45.2s,49.012546,284,28,-48,0,270.08,1.82,-1.82,0,15.142,,0,Kepler-band,15.135,,0,4340,177,-177,0,0.57,0.05,-0.05,0,0.55,0.04,-0.05,0,1/6/2015,,,,,Kepler,3.7,0.02,-0.02,0,,,,,,,,
K2-116,b,K2-116 b,Transit,0,1,4.655411,0.000486,-0.000473,0,0.048,0.002,-0.002,0,0.06,0.141966,-0.053272,0,0.062,0.004,-0.004,0,,,,0,0,0,1,0,22h24m36.39s,336.151611,-11d34m43.3s,-11.578691,49.46,0.12,-0.12,0,49.46,0.12,-0.12,0,10.91,0.101,0,V (Johnson),10.328,,0,4348.35,86.1,-87.78,0,0.69,0.07,-0.07,0,0.67,0.03,-0.03,0,10/5/2017,,,,0,K2,20.22,0.05,-0.05,0,-18.91,0.53,-0.53,0,,,,
K2-120,b,K2-120 b,Transit,0,1,9.562742,0.000675,-0.000673,0,0.078,0.003,-0.003,0,0.14,0.168421,-0.105016,0,0.179,0.012,-0.011,0,,,,0,0,0,1,0,08h48m34.32s,132.14299,+17d11m26.5s,17.190685,289.54,2.33,-2.33,0,289.54,2.33,-2.33,0,14.045,0.02,0,V (Johnson),13.933,,0,4349.9,101.62,-96.12,0,0.69,0.07,-0.07,0,0.67,0.04,-0.03,0,10/5/2017,,,,0,K2,3.45,0.03,-0.03,0,,,,,,,,
K2-130,b,K2-130 b,Transit,0,1,2.49412,0.000132,-0.000128,0,0.032,0.001,-0.001,0,0.17,0.220344,-0.135968,0,0.112,0.018,-0.012,0,,,,0,0,0,1,0,19h21m04.86s,290.270264,-19d41m26.9s,-19.690807,118.41,0.52,-0.52,0,118.41,0.52,-0.52,0,12.759,0.01,0,V (Johnson),12.325,,0,4356.47,196.73,-172.4,0,0.7,0.07,-0.07,0,0.74,0.11,-0.08,0,10/5/2017,,,,0,K2,8.45,0.04,-0.04,0,-49.6,0.65,-0.65,0,,,,
HAT-P-54,b,HAT-P-54 b,Transit,0,1,3.799847,0.000014,-0.000014,0,0.04117,0.00043,-0.00043,0,0.074,,,1,0.944,0.028,-0.028,0,1.118,0.098,-0.098,0,0,0,0,0,06h39m35.52s,99.898003,+25d28m57.1s,25.48254,144.25,0.58,-0.58,0,144.25,0.58,-0.58,0,13.6,,0,Kepler-band,13.017,,0,4390,50,-50,0,0.65,0.02,-0.02,0,0.62,0.01,-0.01,0,4/24/2015,132.6,4.9,-4.9,0,HATNet,6.93,0.03,-0.03,0,31.85,2.41,-2.41,0,5.7,K7,,0
Kepler-442,b,Kepler-442 b,Transit,0,1,112.3053,0.0024,-0.0028,0,0.409,0.209,-0.06,0,0.04,0.08,-0.04,-1,0.12,0.01,-0.02,0,,,,,0,1,0,1,19h01m27.98s,285.366589,+39d16m48.3s,39.280081,342,19,-22,0,369.86,2.78,-2.78,0,14.976,,0,Kepler-band,14.93,,0,4402,100,-100,0,0.61,0.03,-0.03,0,0.6,0.02,-0.02,0,1/6/2015,,,,,Kepler,2.7,0.02,-0.02,0,,,,,,,,
